Source.Name;Marca temporal;Nombre del Encuestador SE1;Nombre de la empresa;1. Tamaño de la empresa:;2. Sector o industria principal de la empresa (seleccione una opción):  ;* Especificar otra industria o sector;3. ¿Qué tipo de perfiles profesionales son los más demandados por su empresa actualmente?  ;* Especificar otro perfil;4. ¿Cuántos puestos de trabajo necesitan cubrir en los próximos 12 meses?   ;5. ¿Cuáles son las principales dificultades que enfrenta para cubrir las vacantes en su empresa?  ;* Especificar otras dificultades;6. ¿Qué proporción de sus trabajadores considera que tiene suficiente formación?;7. ¿En qué medida la falta de personal cualificado cree que afecta al crecimiento de su empresa?  ;8. ¿A su empresa le interesaría realizar programas de formación o programas de inserción laboral?  
SE46 - ANTONIO JOSE BARROSO MORENO (respuestas).xlsx;19/02/2025 11:24;;Autos verdugo;Mediana;Comercio;Automocio;Técnicos;;Ninguno;Falta de candidatos cualificados;;La mayoría;En gran medida;No
SE46 - ANTONIO JOSE BARROSO MORENO (respuestas).xlsx;19/02/2025 11:46;;Hiperauto;Grande;Servicios;;Técnicos;;1-5;Falta de experiencia;;La mayoría;En gran medida;Sí
SE46 - ANTONIO JOSE BARROSO MORENO (respuestas).xlsx;19/02/2025 11:54;;Pasteleria alba;;Comercio;;Otro *;Pastelero;Ninguno;Otras *;;Casi todos;En gran medida;No
SE46 - ANTONIO JOSE BARROSO MORENO (respuestas).xlsx;19/02/2025 12:01;;Puerta quivir;Micro;Comercio;;Otro *;Montadores;6-10;Falta de experiencia;;Una minoría;En gran medida;Sí
SE46 - ANTONIO JOSE BARROSO MORENO (respuestas).xlsx;19/02/2025 12:11;;Mosetec;Pequeña;Servicios;;Técnicos;;Ninguno;Falta de experiencia;;Aproximadamente la mitad;En gran medida;No
SE46 - ANTONIO JOSE BARROSO MORENO (respuestas).xlsx;19/02/2025 12:18;;Gimnasio hidalgo;Mediana;Salud;;Otro *;;1-5;Falta de experiencia;;La mayoría;En gran medida;No
SE46 - ANTONIO JOSE BARROSO MORENO (respuestas).xlsx;19/02/2025 12:21;;Congelos frescomar;Pequeña;Servicios;;Otro *;Reponedore;Ninguno;Falta de experiencia;;La mayoría;En gran medida;No
SE46 - ANTONIO JOSE BARROSO MORENO (respuestas).xlsx;19/02/2025 12:57;;Utilnet;Micro;Tecnología;Informatica;Otro *;Actualmente no necesitamos profesionales;Ninguno;Otras *;Actualmente no tengo necesidad de de cubrir vacantes;Aproximadamente la mitad;Nada;No
SE46 - ANTONIO JOSE BARROSO MORENO (respuestas).xlsx;19/02/2025 14:10;;Tintoreria Garo;Micro;Servicios;Tintoreria;Otro *;Planchadora;1-5;Falta de candidatos cualificados;;Aproximadamente la mitad;En gran medida;No
SE46 - ANTONIO JOSE BARROSO MORENO (respuestas).xlsx;19/02/2025 16:57;;Librería Papelería JULY;Micro;Comercio;;Otro *;No demandamos empleados;Ninguno;Otras *;No demandamos empleados;Aproximadamente la mitad;Nada;No
SE46 - ANTONIO JOSE BARROSO MORENO (respuestas).xlsx;20/02/2025 10:32;;Berrocar;Grande;Turismo;;Técnicos;;1-5;Falta de experiencia;;Una minoría;Poco;Sí
SE46 - ANTONIO JOSE BARROSO MORENO (respuestas).xlsx;20/02/2025 10:39;;Dimesur;Micro;Comercio;;Otro *;;Ninguno;Otras *;;La mayoría;Nada;No
SE46 - ANTONIO JOSE BARROSO MORENO (respuestas).xlsx;20/02/2025 10:53;;Almacom;Pequeña;Comercio;;Comerciales;;1-5;Falta de candidatos cualificados;;La mayoría;En cierta medida;No
SE46 - ANTONIO JOSE BARROSO MORENO (respuestas).xlsx;20/02/2025 10:56;;Hierros palomares;Pequeña;Comercio;;Técnicos;;1-5;Falta de candidatos cualificados;;La mayoría;En gran medida;Sí
SE46 - ANTONIO JOSE BARROSO MORENO (respuestas).xlsx;20/02/2025 12:05;;Obrador baldo;Pequeña;Hostelería;;Técnicos;;1-5;Falta de candidatos cualificados;;La mayoría;En cierta medida;Sí
SE46 - ANTONIO JOSE BARROSO MORENO (respuestas).xlsx;20/02/2025 12:09;;Miin uniformidad industrial;Micro;Otros *;Textil;Comerciales;;Ninguno;Falta de experiencia;;Una minoría;En cierta medida;No
SE46 - ANTONIO JOSE BARROSO MORENO (respuestas).xlsx;20/02/2025 12:17;;Disefont;Micro;Comercio;;Técnicos;;Ninguno;Falta de candidatos cualificados;;La mayoría;En gran medida;No
SE46 - ANTONIO JOSE BARROSO MORENO (respuestas).xlsx;20/02/2025 12:23;;Hierros chico;Pequeña;Comercio;;Comerciales;;Ninguno;Falta de experiencia;;La mayoría;En gran medida;No
SE46 - ANTONIO JOSE BARROSO MORENO (respuestas).xlsx;20/02/2025 12:29;;Servicios integrales de cocina;Pequeña;Comercio;;Otro *;Carpinteros ;Ninguno;Falta de candidatos cualificados;;La mayoría;En gran medida;No
SE46 - ANTONIO JOSE BARROSO MORENO (respuestas).xlsx;20/02/2025 12:37;;Concesionario seat;Pequeña;Turismo;;Técnicos;;Ninguno;Falta de candidatos cualificados;;La mayoría;En gran medida;No
SE46 - ANTONIO JOSE BARROSO MORENO (respuestas).xlsx;20/02/2025 12:41;;Experiencia y descanso;Pequeña;Comercio;;Otro *;;Ninguno;Falta de experiencia;;Una minoría;En cierta medida;No
SE47 - SIMON FUENTES QUINTANA (respuestas).xlsx;19/02/2025 8:36;;Cepsa;Pequeña;Servicios;Si repsol;Otro *;Vendedores;1-5;Falta de candidatos cualificados;;Casi todos;Poco;Sí
SE47 - SIMON FUENTES QUINTANA (respuestas).xlsx;19/02/2025 10:38;;Borpe car s.l;Mediana;Servicios;No;Técnicos;Mecanico;Ninguno;Falta de candidatos cualificados;Llegan tarde;La mayoría;Nada;No
SE47 - SIMON FUENTES QUINTANA (respuestas).xlsx;19/02/2025 11:47;;.cualiti car antra was;Mediana;Servicios;;Otro *;Lavadored;Ninguno;Competencia salarial;Ninguna ;Una minoría;Poco;No
SE47 - SIMON FUENTES QUINTANA (respuestas).xlsx;19/02/2025 12:33;;Repsol;Mediana;Servicios;Servicio de  gas;Administrativos;Atención al cliente ;1-5;Competencia salarial;No cumplen horas ;Casi todos;Poco;No
SE47 - SIMON FUENTES QUINTANA (respuestas).xlsx;19/02/2025 12:47;;Titan  color;Grande;Comercio; No hay mas e.presas⁷;Técnicos;Vendedor;1-5;Falta de candidatos cualificados;No;Aproximadamente la mitad;Poco;Sí
SE47 - SIMON FUENTES QUINTANA (respuestas).xlsx;19/02/2025 12:57;;Cauchos pedro romero ;Grande;Comercio;Industria ;Otro *;Técnico ;;Falta de candidatos cualificados;;Aproximadamente la mitad;En cierta medida;No
SE47 - SIMON FUENTES QUINTANA (respuestas).xlsx;19/02/2025 13:09;;Automercado moises;Grande;Comercio;Venta ;Otro *;Cajeros y reponedor;6-10;Competencia salarial;Horario ;Aproximadamente la mitad;Poco;Sí
SE47 - SIMON FUENTES QUINTANA (respuestas).xlsx;19/02/2025 14:15;;GastroBar restaurante;Grande;Servicios;Comida;Otro *;.mesonero ;6-10;Otras *;Horario ;Aproximadamente la mitad;En cierta medida;Sí
SE47 - SIMON FUENTES QUINTANA (respuestas).xlsx;19/02/2025 14:44;;Diperplsc;Grande;Otros *; Construcción ;Otro *;Instalaciones ;6-10;Falta de experiencia;Sueldo ;Aproximadamente la mitad;En cierta medida;Sí
SE47 - SIMON FUENTES QUINTANA (respuestas).xlsx;19/02/2025 14:56;;Cer frío ;Grande;Comercio;Ventas;Comerciales;Vendedor;6-10;Falta de candidatos cualificados;La misma;Una minoría;En gran medida;Sí
SE47 - SIMON FUENTES QUINTANA (respuestas).xlsx;19/02/2025 15:00;;;Mediana;Otros *;Ventas ;Otro *;Vendedor ;1-5;Otras *;Trabajadores ;Una minoría;Poco;No
SE47 - SIMON FUENTES QUINTANA (respuestas).xlsx;19/02/2025 15:03;;Salsasĺ patricia ;Mediana;Comercio;Ve tas;Otro *;Empleados;1-5;Falta de experiencia;;Una minoría;En cierta medida;No
SE47 - SIMON FUENTES QUINTANA (respuestas).xlsx;19/02/2025 15:07;;Cash wemmi;Mediana;Comercio;Peluquería ;Otro *;Empleados ;1-5;Competencia salarial;Horario ;Aproximadamente la mitad;En cierta medida;No
SE47 - SIMON FUENTES QUINTANA (respuestas).xlsx;19/02/2025 15:13;;Mano de fatima;Mediana;Comercio;Ventas ;Otro *;Empleados ;1-5;Falta de candidatos cualificados;.mujeres;Casi todos;En cierta medida;Sí
SE47 - SIMON FUENTES QUINTANA (respuestas).xlsx;19/02/2025 15:20;;Begoña torres;Mediana;Comercio; Ventas ;Comerciales;Cualificados ;1-5;Otras *;No quieren trabajar ;Una minoría;En cierta medida;No
SE47 - SIMON FUENTES QUINTANA (respuestas).xlsx;19/02/2025 15:21;;;;;;;;;;;;;
SE47 - SIMON FUENTES QUINTANA (respuestas).xlsx;19/02/2025 15:31;;Dos caballos ;Mediana;Comercio;Ventas al mayor;Otro *;Vendedor ;1-5;Falta de candidatos cualificados;;Aproximadamente la mitad;En cierta medida;No
SE47 - SIMON FUENTES QUINTANA (respuestas).xlsx;20/02/2025 8:10;;Mancifor;Grande;Comercio;Ninguna ;Comerciales;Distribuidor ;Ninguno;Otras *;Co.pletas;La mayoría;Nada;No
SE47 - SIMON FUENTES QUINTANA (respuestas).xlsx;20/02/2025 8:18;;;;;;;;;;;;;
SE47 - SIMON FUENTES QUINTANA (respuestas).xlsx;20/02/2025 8:23;;Rubio Diaz Hnos;Grande;Comercio;Servicio ;Otro *;Ocupada las plazas;Ninguno;;Ninguna;La mayoría;Nada;No
SE47 - SIMON FUENTES QUINTANA (respuestas).xlsx;20/02/2025 8:33;;CESAB tecnicar SL;Mediana;Servicios;No;Técnicos;Técnico ;6-10;Falta de candidatos cualificados;TECNICO;La mayoría;En cierta medida;Sí
SE47 - SIMON FUENTES QUINTANA (respuestas).xlsx;20/02/2025 8:39;;Calonge Renta Car;Grande;Servicios;Comercio;Técnicos;Mecanicos ;1-5;Falta de candidatos cualificados;Falta de personal ;Aproximadamente la mitad;En cierta medida;Sí
SE47 - SIMON FUENTES QUINTANA (respuestas).xlsx;20/02/2025 8:54;;MSR;Pequeña;Servicios;No;Comerciales;Alquilar ;1-5;Competencia salarial;Técnicos;La mayoría;En cierta medida;Sí
SE47 - SIMON FUENTES QUINTANA (respuestas).xlsx;20/02/2025 9:00;;Ripay;Pequeña;Hostelería;Si;Comerciales;Vendedor ;Ninguno;Otras *;Ninguna ;La mayoría;Nada;No
SE47 - SIMON FUENTES QUINTANA (respuestas).xlsx;20/02/2025 9:07;;Dimae;Grande;Comercio;;Comerciales;Vendedores ;1-5;Falta de experiencia;Profesionales ;Una minoría;En cierta medida;No
SE47 - SIMON FUENTES QUINTANA (respuestas).xlsx;20/02/2025 9:12;;Talleres curry;Pequeña;Servicios;No;Técnicos;Mecanicos;1-5;Falta de candidatos cualificados;Rotuladores ;La mayoría;En cierta medida;No
SE47 - SIMON FUENTES QUINTANA (respuestas).xlsx;20/02/2025 9:21;;Sevilla Baterías ;Mediana;Comercio;Servicios;Comerciales; Vendedores ;1-5;Falta de experiencia;Vendedor ;La mayoría;Poco;No
SE47 - SIMON FUENTES QUINTANA (respuestas).xlsx;20/02/2025 9:35;;Dental Center;Mediana;Salud;No;Técnicos;Vendedor ;6-10;Otras *;Ninguna ;La mayoría;En cierta medida;Sí
SE47 - SIMON FUENTES QUINTANA (respuestas).xlsx;20/02/2025 10:00;;RECUB;Mediana;Comercio;;Técnicos;;Ninguno;Otras *;Ninguna ;La mayoría;Poco;No
SE47 - SIMON FUENTES QUINTANA (respuestas).xlsx;20/02/2025 10:59;;El Sitio;Pequeña;Comercio;;Comerciales;;1-5;Competencia salarial;;Casi todos;Poco;No
SE47 - SIMON FUENTES QUINTANA (respuestas).xlsx;20/02/2025 11:15;;Italica de  flores ;Mediana;Comercio;;Comerciales;;1-5;Falta de experiencia;;La mayoría;En cierta medida;No
SE47 - SIMON FUENTES QUINTANA (respuestas).xlsx;20/02/2025 11:34;;Auto Recambio Marin;Mediana;Comercio;;Técnicos;;1-5;Falta de experiencia;;La mayoría;En cierta medida;No
SE47 - SIMON FUENTES QUINTANA (respuestas).xlsx;20/02/2025 11:40;;La taberna de Becquer  cafetería ;Mediana;Comercio;;Comerciales;;1-5;Competencia salarial;;Casi todos;Poco;No
SE47 - SIMON FUENTES QUINTANA (respuestas).xlsx;20/02/2025 11:46;;Talleres Perez Rosa SL;Mediana;Otros *;Talleres de pintura;Otro *;Pintores;1-5;Falta de experiencia;;Casi todos;Nada;No
SE47 - SIMON FUENTES QUINTANA (respuestas).xlsx;20/02/2025 11:54;;Lara .Motor;Pequeña;Servicios;;Técnicos;;1-5;Falta de experiencia;;La mayoría;En cierta medida;Sí
SE47 - SIMON FUENTES QUINTANA (respuestas).xlsx;20/02/2025 12:04;;Suintra ind transmisiones SL;Mediana;Comercio;;Técnicos;;Ninguno;Otras *;No;La mayoría;Nada;No
SE47 - SIMON FUENTES QUINTANA (respuestas).xlsx;20/02/2025 12:28;;Cafe Bar Santoyo;Micro;Comercio;;;Cocina ;1-5;Competencia salarial;;Casi todos;Poco;Sí
SE47 - SIMON FUENTES QUINTANA (respuestas).xlsx;20/02/2025 12:37;;Kymco castro Jarama;Mediana;Comercio;;Técnicos;;1-5;Falta de experiencia;;Casi todos;En cierta medida;No
SE47 - SIMON FUENTES QUINTANA (respuestas).xlsx;20/02/2025 12:52;;UNYU;Mediana;Otros *;Protesis;Comerciales;;Ninguno;;Ninguna ;La mayoría;Nada;Sí
SE47 - SIMON FUENTES QUINTANA (respuestas).xlsx;20/02/2025 12:57;;Talleres Jose Parejo;Pequeña;Otros *;Taller;Otro *;Chapista;1-5;Falta de experiencia;;Casi todos;En cierta medida;Sí
SE47 - SIMON FUENTES QUINTANA (respuestas).xlsx;20/02/2025 13:10;;Cetecal;Micro;Salud;;Técnicos;;1-5;Otras *;Alumnos ;;Nada;No
SE47 - SIMON FUENTES QUINTANA (respuestas).xlsx;20/02/2025 13:17;;Color Sur;Micro;Comercio;;Comerciales;;1-5;Falta de experiencia;;Casi todos;Nada;No
SE47 - SIMON FUENTES QUINTANA (respuestas).xlsx;20/02/2025 13:24;;Uniopsa;Pequeña;Salud;;Técnicos;;Ninguno;Falta de candidatos cualificados;;La mayoría;Poco;No
SE47 - SIMON FUENTES QUINTANA (respuestas).xlsx;20/02/2025 14:02;;Auto centro precar;Mediana;Servicios;;Técnicos;;1-5;Falta de candidatos cualificados;;La mayoría;En gran medida;No
SE47 - SIMON FUENTES QUINTANA (respuestas).xlsx;20/02/2025 14:25;;Tornilleria OGMA;Pequeña;Comercio;;Comerciales;;Ninguno;Otras *;Ninguna ;La mayoría;Poco;No
SE48 - ALEJANDRO ANGULO RODRIGUEZ (respuestas).xlsx;20/02/2025 12:18;;;;;;;;;;;;;
SE5- FRANCISCO SANTANA ORTÍZ (respuestas).xlsx;18/02/2025 10:08;;Lunaires;Micro;Comercio;Complemento modas;Comerciales;;Ninguno;Otras *;La gente no quiere trabajar ;La mayoría;En cierta medida;No
SE5- FRANCISCO SANTANA ORTÍZ (respuestas).xlsx;18/02/2025 10:16;;Crisol;Micro;Comercio;Papelería librería regalos;Administrativos;Informática ;Ninguno;Otras *;;Una minoría;En gran medida;Sí
SE5- FRANCISCO SANTANA ORTÍZ (respuestas).xlsx;18/02/2025 10:23;;Manuel Acedo Electricidad ;Micro;Comercio;Electricidad ;Comerciales;Electricistas ;Ninguno;Otras *;No buscan, empresa familiar ;La mayoría;Nada;No
SE5- FRANCISCO SANTANA ORTÍZ (respuestas).xlsx;18/02/2025 10:28;;Ferretería las heras;Micro;Comercio;Ferretería ;Comerciales;;Ninguno;Falta de candidatos cualificados;;Aproximadamente la mitad;En cierta medida;No
SE5- FRANCISCO SANTANA ORTÍZ (respuestas).xlsx;18/02/2025 10:38;;Copistería Imagine Print;Micro;Comercio;Copistería ;Comerciales;;Ninguno;Otras *;No quieren trabajar ;Casi todos;En gran medida;Sí
SE5- FRANCISCO SANTANA ORTÍZ (respuestas).xlsx;18/02/2025 10:54;;Tecnocasa Franquicias ;Pequeña;Otros *;Inmobiliaria ;Otro *;Comerciales, los forman;Ninguno;Otras *;Sin ganas de trabajar ;Casi todos;En cierta medida;No
SE5- FRANCISCO SANTANA ORTÍZ (respuestas).xlsx;18/02/2025 11:11;;Estudio Blanca Paloma;Pequeña;Servicios;Inmobiliaria ;Comerciales;Administrativo ;1-5;Otras *;No suelen tener problemas ;Casi todos;;No
SE5- FRANCISCO SANTANA ORTÍZ (respuestas).xlsx;18/02/2025 11:28;;Kiron Franquiciado;Pequeña;Servicios;Inmobiliaria ;Comerciales;;Ninguno;Otras *;No quieren trabajar ;La mayoría;En cierta medida;No
SE5- FRANCISCO SANTANA ORTÍZ (respuestas).xlsx;18/02/2025 11:35;;Freakland;Micro;Comercio;;Comerciales;;Ninguno;Otras *;No necesito personal ;Casi todos;Nada;No
SE5- FRANCISCO SANTANA ORTÍZ (respuestas).xlsx;18/02/2025 12:00;;La Parisienne;Micro;Comercio;Gestión de licencias de caza y pesca;Técnicos;;Ninguno;Otras *;Empresa familiar;Casi todos;En cierta medida;No
SE5- FRANCISCO SANTANA ORTÍZ (respuestas).xlsx;18/02/2025 13:30;;Vinitex Sport & Print;Micro;Servicios;Serigrafía y diseño ;Comerciales;Diseñador;1-5;Falta de candidatos cualificados;;Aproximadamente la mitad;En gran medida;Sí
SE5- FRANCISCO SANTANA ORTÍZ (respuestas).xlsx;18/02/2025 13:33;;Grabaciones González Jaen;Micro;Comercio;Grabaciones ;Comerciales;Grabadores;Ninguno;Falta de candidatos cualificados;;Casi todos;En cierta medida;No
SE5- FRANCISCO SANTANA ORTÍZ (respuestas).xlsx;18/02/2025 20:33;;;;;;;;;;;;;
SE5- FRANCISCO SANTANA ORTÍZ (respuestas).xlsx;19/02/2025 10:23;;Papelería La Rosaleda;Micro;Comercio;;Comerciales;;Ninguno;Otras *;Empresa familiar ;Casi todos;Poco;No
SE5- FRANCISCO SANTANA ORTÍZ (respuestas).xlsx;19/02/2025 10:26;;Bar los Girasoles ;Micro;Hostelería;;Otro *;Camareros;Ninguno;Otras *;Negocio familiar ;La mayoría;Nada;No
SE5- FRANCISCO SANTANA ORTÍZ (respuestas).xlsx;19/02/2025 10:31;;Andogue, SL;Micro;Tecnología;Audio imagen ;Técnicos;;Ninguno;Falta de candidatos cualificados;;Casi todos;En cierta medida;No
SE5- FRANCISCO SANTANA ORTÍZ (respuestas).xlsx;20/02/2025 9:15;;Más Que Pan;Micro;Comercio;Alimentación ;Otro *;Drpendientes;Ninguno;Otras *;Negocio familiar ;Casi todos;En cierta medida;No
SE5- FRANCISCO SANTANA ORTÍZ (respuestas).xlsx;20/02/2025 9:19;;Fontanería Barragán ;Micro;Otros *;Fontanería ;Técnicos;;Ninguno;Falta de candidatos cualificados;;Casi todos;En cierta medida;No
SE5- FRANCISCO SANTANA ORTÍZ (respuestas).xlsx;20/02/2025 9:43;;Ferretería Teresa Enríquez ;Micro;Comercio;Ferretería ;Comerciales;Dependientes ;Ninguno;Otras *;No necesitan personal ;Casi todos;En cierta medida;No
SE5- FRANCISCO SANTANA ORTÍZ (respuestas).xlsx;20/02/2025 9:53;;Obrador Aljan el Gallego ;Pequeña;Otros *;Obrador Pastelería ;Otro *;Reposteros;Ninguno;Competencia salarial;;Casi todos;En gran medida;No
SE5- FRANCISCO SANTANA ORTÍZ (respuestas).xlsx;20/02/2025 10:52;;Polvero los Gavilanes ;Micro;Otros *;Construcción ;Otro *;Albañiles ;Ninguno;Otras *;Poco trabajo ;La mayoría;Poco;No
SE5- FRANCISCO SANTANA ORTÍZ (respuestas).xlsx;20/02/2025 13:15;;Sueños de Colores ;Micro;Comercio;;Otro *;No busca trabajadores ;Ninguno;Otras *;Empresa familiar ;Casi todos;Nada;No
SE5- FRANCISCO SANTANA ORTÍZ (respuestas).xlsx;20/02/2025 13:21;;Horno Lucena ;Pequeña;Otros *;Obrador Panadería ;Otro *;Panaderos;Ninguno;Otras *;No hacen falta trabajadores ;Casi todos;En cierta medida;No
SE5- FRANCISCO SANTANA ORTÍZ (respuestas).xlsx;20/02/2025 13:43;;Peluquería Fran;Micro;Servicios;;Otro *;Peluquero;Ninguno;Otras *;No tiene vacantes ;Casi todos;Poco;No
SE50 - MARIA JOSE GALLARDO GARCIA (respuestas).xlsx;20/02/2025 15:12;;SE50;;;;;;;;;;;
SE6- PABLO ANTONIO FERNÁNDEZ CONEJERO(respuestas).xlsx;18/02/2025 20:35;;;;;;;;;;;;;
SE7- ROSARIO RIVERA MARQUEZ(respuestas).xlsx;19/02/2025 9:25;;;Mediana;;;;;;;;;En cierta medida;
SE7- ROSARIO RIVERA MARQUEZ(respuestas).xlsx;19/02/2025 15:01;;Farmacia Mariscal Ortiz;Pequeña;Salud;Salud;Técnicos;Comercial ;1-5;Falta de candidatos cualificados, Competencia salarial, Falta de experiencia;Falta de candidatos cualificados;La mayoría;En gran medida;No
SE7- ROSARIO RIVERA MARQUEZ(respuestas).xlsx;19/02/2025 15:04;;Bar Anfiteatro ;Micro;Hostelería;Camarero ;Comerciales;Técnicos;1-5;Falta de candidatos cualificados, Competencia salarial, Falta de experiencia;;La mayoría;En gran medida;No
SE7- ROSARIO RIVERA MARQUEZ(respuestas).xlsx;19/02/2025 15:08;;Cuadros Carmona ;Micro;Servicios;Comercio ;Comerciales;Técnicos ;1-5;Falta de candidatos cualificados, Competencia salarial, Falta de experiencia;;Casi todos;En gran medida;Sí
SE7- ROSARIO RIVERA MARQUEZ(respuestas).xlsx;19/02/2025 15:11;;Alimentación Guadalete;Micro;Comercio;Servicios;Comerciales;Administrativos ;1-5;Falta de candidatos cualificados;Competencia salarial ;La mayoría;En gran medida;No
SE7- ROSARIO RIVERA MARQUEZ(respuestas).xlsx;19/02/2025 15:14;;Martínez y Guillem ;Micro;Comercio;Hostelería ;Comerciales;Administrativos ;Ninguno;Falta de candidatos cualificados, Competencia salarial;La pocas ganas que tiene la gente de trabajar ;La mayoría;En gran medida;Sí
SE7- ROSARIO RIVERA MARQUEZ(respuestas).xlsx;19/02/2025 15:17;;Papelería carylu;Micro;Servicios;Papelería Librería ;Técnicos;Comerciales;Ninguno;Competencia salarial;Falta de candidatos cualificados ;La mayoría;En gran medida;Sí
SE7- ROSARIO RIVERA MARQUEZ(respuestas).xlsx;19/02/2025 15:20;;Suministros Eléctricos de Carmona ;Mediana;Comercio;Servicios ;Técnicos;Comerciales ;1-5;Falta de candidatos cualificados;Competencia salarial ;La mayoría;En gran medida;No
SE7- ROSARIO RIVERA MARQUEZ(respuestas).xlsx;19/02/2025 15:23;;Ana María Belloso García ;Micro;Salud;Comercio ;Técnicos;Comerciales;Ninguno;Falta de candidatos cualificados;Competencia salarial ;La mayoría;En gran medida;Sí
SE7- ROSARIO RIVERA MARQUEZ(respuestas).xlsx;19/02/2025 15:25;;Semillería Las Canarias ;Micro;Servicios;Comercio ;Técnicos;Comerciales;1-5;Competencia salarial;Falta de candidatos cualificados ;La mayoría;En gran medida;Sí
SE7- ROSARIO RIVERA MARQUEZ(respuestas).xlsx;19/02/2025 15:27;;Modas El Mercadillo ;Micro;Comercio;Servicios ;Técnicos;Comerciales ;1-5;Falta de candidatos cualificados;Competencia salarial ;La mayoría;En gran medida;No
SE7- ROSARIO RIVERA MARQUEZ(respuestas).xlsx;19/02/2025 15:29;;Peluquería Rosa;Micro;Servicios;Belleza ;Técnicos;Comerciales;1-5;Falta de candidatos cualificados;Competencia salarial ;La mayoría;En gran medida;No
SE7- ROSARIO RIVERA MARQUEZ(respuestas).xlsx;19/02/2025 15:31;;Pili Rivera ;Micro;Servicios;Belleza ;Técnicos;Comerciales;1-5;Falta de candidatos cualificados;Competencia salarial ;La mayoría;En gran medida;No
SE7- ROSARIO RIVERA MARQUEZ(respuestas).xlsx;19/02/2025 15:33;;Fotografía Jesús ;Micro;Servicios;Comercio ;Técnicos;Comerciales;Ninguno;Falta de candidatos cualificados;Competencia salarial ;La mayoría;En gran medida;Sí
SE7- ROSARIO RIVERA MARQUEZ(respuestas).xlsx;19/02/2025 15:35;;Aluminios Moreno ;Pequeña;Comercio;Servicios ;Técnicos;Comerciales ;1-5;Falta de candidatos cualificados;Competencia salarial ;La mayoría;En gran medida;No
SE7- ROSARIO RIVERA MARQUEZ(respuestas).xlsx;19/02/2025 15:38;;Retales Gracita;Micro;Comercio;Textil;Técnicos;Comerciales;Ninguno;Falta de candidatos cualificados;Competencia salarial ;La mayoría;En gran medida;Sí
SE7- ROSARIO RIVERA MARQUEZ(respuestas).xlsx;20/02/2025 9:24;;Taberna Los Alcores;Micro;Hostelería;Comercio ;Comerciales;Técnicos ;Ninguno;Falta de candidatos cualificados, Competencia salarial, Falta de experiencia;Falta de ganas de trabajar ;La mayoría;En gran medida;No
SE7- ROSARIO RIVERA MARQUEZ(respuestas).xlsx;20/02/2025 9:47;;LA DOLCE VITA;Pequeña;Hostelería;Cafetería ;Comerciales;Camarero ra;1-5;Falta de candidatos cualificados;Ganas de trabajar ;Aproximadamente la mitad;En gran medida;Sí
SE7- ROSARIO RIVERA MARQUEZ(respuestas).xlsx;20/02/2025 11:06;;Estanco calle Sevilla ;Micro;Comercio;Tabacos ;Comerciales;;Ninguno;Falta de candidatos cualificados, Competencia salarial;;La mayoría;En gran medida;No
SE7- ROSARIO RIVERA MARQUEZ(respuestas).xlsx;20/02/2025 11:18;;Centro Infantil Luna Lunera;Pequeña;Otros *;Guardería ;Técnicos;Profesora ;1-5;Falta de candidatos cualificados, Competencia salarial, Falta de experiencia;;La mayoría;En gran medida;Sí
SE7- ROSARIO RIVERA MARQUEZ(respuestas).xlsx;20/02/2025 11:26;;Peluquería Cifuentes ;Micro;Salud;Belleza ;Técnicos;;1-5;Falta de candidatos cualificados, Competencia salarial;;La mayoría;En gran medida;Sí
SE7- ROSARIO RIVERA MARQUEZ(respuestas).xlsx;20/02/2025 11:36;;Bar Emilio ;Mediana;Hostelería;;Técnicos;Camarero y cocinero;6-10;Falta de candidatos cualificados, Competencia salarial;Ganas de trabajar ;Aproximadamente la mitad;En gran medida;Sí
SE7- ROSARIO RIVERA MARQUEZ(respuestas).xlsx;20/02/2025 11:41;;Azhares complementos ;Micro;Otros *;Belleza  y complementos ;Técnicos;;1-5;Falta de candidatos cualificados, Competencia salarial;;La mayoría;En gran medida;Sí
